LAMMPS data file via write_data, version 7 Aug 2019, timestep = 440034

500 atoms
1 atom types

-7.2751980271162253e-01 2.8627519802756396e+01 xlo xhi
-7.2751980271162253e-01 2.8627519802756396e+01 ylo yhi
-7.2751980271162253e-01 2.8627519802756396e+01 zlo zhi

Masses

1 83.798

Atoms # atomic

254 1 1.8740668118620540e+00 2.9816238595181925e+00 9.1472444408408582e-01 -1 -1 0
252 1 -4.4149080026746940e-01 4.4997331679154327e+00 4.8747765183794032e+00 -1 -1 0
423 1 2.7872487449772212e+01 5.9974429519863315e-02 3.1946694451467890e+00 2 1 1
161 1 3.9128205100072462e+00 -2.7027757001192776e-01 2.0827587701441388e+00 1 -1 1
474 1 6.4513257266320760e+00 2.5564811932899136e+00 1.2143578176356116e+00 0 -1 3
207 1 1.0352941503741746e+01 2.6285200306699310e+00 4.3270577782279274e-01 2 0 -1
449 1 8.9110876302134923e+00 6.3000584174588248e-01 4.0426046082331064e+00 -2 0 0
267 1 1.0159437520505938e+01 4.5198076236740254e+00 3.6557861727291865e+00 0 2 1
318 1 1.4123057233765593e+01 3.3062181015802539e+00 2.4446563372870078e+00 1 -1 1
176 1 1.5141185921630184e+01 -2.9049607569057972e-01 2.0934275240300031e+00 1 0 1
16 1 1.3055320710110973e+01 6.4612155204584121e-01 5.0743076904926863e+00 1 -1 1
328 1 1.6877648406328941e+01 4.9521271752522820e+00 4.2393079222592744e-01 0 2 0
355 1 1.7739428453963178e+01 1.9879226514299799e+00 4.6027722062744356e+00 0 2 2
334 1 1.8001049685013989e+01 1.0255358883526842e+00 1.9129634857826561e-01 -1 0 0
96 1 2.0820314198878169e+01 7.7781941381606101e-01 2.8896475254004752e+00 -2 0 1
102 1 1.9920833547042836e+01 4.4380348777803782e+00 2.5102599240301715e+00 -2 -1 1
63 1 2.4078917446980526e+01 1.3073823705531096e+00 7.5639253059612743e-01 -3 1 -3
232 1 2.5324577185900491e+01 2.8873744259810086e+00 3.9592754998421782e+00 0 0 0
380 1 2.7815270931532581e+01 1.9375756447749670e+00 -4.0167575474928141e-01 0 0 -2
19 1 2.3492671137261347e+01 5.2486660201338005e+00 1.2574814207547624e+00 0 2 2
40 1 3.2745488354915926e+00 5.8977385748515800e+00 3.3692152255608789e+00 0 -1 0
48 1 4.6809293886332304e-01 8.4145826885441508e+00 3.9270423695569328e+00 0 1 0
278 1 4.1766511612730710e+00 9.3030641657026436e+00 1.5412655091696723e+00 0 0 1
240 1 6.3486350341346953e-01 6.6931394983367012e+00 8.2298163333153762e-01 1 -2 -1
226 1 7.3499920201466917e+00 7.1224782919739900e+00 2.2318241403643242e+00 -2 1 0
7 1 1.0525772709414777e+01 8.0050273141590313e+00 1.3176682447549359e-01 -1 0 0
174 1 1.0156826748951417e+01 9.4713871314125182e+00 4.2849852139068192e+00 2 -2 1
123 1 1.6690144388084921e+01 5.9680781436918648e+00 3.8935545636794338e+00 1 0 0
88 1 1.6119736714717757e+01 8.8392855212754924e+00 6.5159533363628985e-01 -1 0 -1
110 1 1.3354581641435686e+01 6.9960908087892246e+00 2.7929509250250391e+00 -4 2 3
39 1 1.6179228482101113e+01 1.0073678568328422e+01 4.2364684780195763e+00 0 -2 2
256 1 1.3237048173205265e+01 5.4098290699860963e+00 2.8364451070571576e+01 0 1 -1
65 1 1.9828267230428029e+01 7.3985403476734994e+00 6.1759346693340378e-02 -2 0 0
447 1 1.9752630887603797e+01 8.1535128568991198e+00 4.2430346875574445e+00 1 0 1
202 1 1.9246207194774602e+01 1.1226533688533545e+01 1.9956824858122095e+00 0 0 1
305 1 2.3155270174507201e+01 8.9333701264109084e+00 1.3350929431421443e+00 0 2 -1
241 1 2.6827519382104068e+01 6.6759803464133762e+00 2.6547011568348080e+00 -1 3 0
436 1 2.6598498481889276e+01 9.1277418663146737e+00 -2.4693734916719612e-01 2 -2 1
376 1 2.3069873386037475e+01 6.7001098085261823e+00 4.5499126918641037e+00 0 1 0
357 1 2.6395793464616553e+01 1.1075744698674779e+01 3.0293179288590659e+00 -1 0 0
160 1 3.2226325091670405e-01 1.0496854834059896e+01 9.4481973845361855e-01 2 -1 -2
22 1 2.8501037579627821e+00 1.2517876954846523e+01 2.9591704369909495e+00 0 -1 0
434 1 -5.5363281287698485e-01 1.3826293126094960e+01 2.5348129771614683e+00 0 -2 1
137 1 2.1149121772222474e+00 1.4260160858030728e+01 -6.5460005703707602e-01 2 -1 -1
458 1 6.4010162797516337e+00 1.1511533286166054e+01 3.8594891046526518e+00 2 -1 1
92 1 5.4094929469989586e+00 1.5273324510883395e+01 2.4152244932955917e+00 1 1 2
49 1 5.4869554619946301e+00 1.2170847051513316e+01 -1.9409219262765143e-01 -2 1 -1
134 1 9.3257768024175149e+00 1.1617599954264465e+01 1.3435888654604429e+00 0 -2 2
35 1 8.6226995887622948e+00 1.5116456086442525e+01 4.5866614053934951e-01 1 -3 0
313 1 1.2978113562428568e+01 1.0777396861486448e+01 2.0976290775699327e+00 1 1 1
195 1 1.1447769836584769e+01 1.4871096787150087e+01 3.3489071333379785e+00 1 4 1
104 1 1.5717871572917570e+01 1.3009719287174880e+01 2.7964414856956865e-01 -2 1 -1
393 1 1.5639414266188655e+01 1.3870277383013107e+01 4.0514875538645558e+00 3 0 2
409 1 1.2027302017699801e+01 1.3919760361624137e+01 -2.4174815112996612e-01 1 0 -1
443 1 1.9164776209390052e+01 1.4946467150410841e+01 2.0321810361565338e+00 0 0 3
245 1 2.2811537386181627e+01 1.2604707176636243e+01 2.1943231300456336e+00 0 1 0
277 1 2.5735231604841104e+01 1.3044621734134191e+01 -3.8174528461070345e-01 1 2 2
4 1 2.5306247352575113e+01 1.5285231543527797e+01 2.8433581804727126e+00 1 -1 1
105 1 2.0342557478383760e+00 1.6958018836414031e+01 2.7891705342869892e+00 -1 -1 -1
309 1 3.6419832960521275e+00 2.0660387059592679e+01 2.4036041181654388e+00 0 1 2
280 1 -7.8652132440863998e-03 2.0587555196180439e+01 1.3544860516352828e+00 -1 2 2
8 1 5.7378831153041157e+00 1.8718531203261744e+01 4.8442280269468094e+00 0 0 0
372 1 9.4797187912449381e+00 1.8382498375178049e+01 3.5580809166089908e+00 -2 2 0
188 1 7.1835300243210645e+00 1.8609598402896442e+01 -3.5829447996763381e-01 0 1 1
276 1 7.8870325027036916e+00 2.1559675728281285e+01 2.8746150684754657e+00 2 -1 -2
262 1 1.5003569597589090e+01 1.7055299782090096e+01 1.4211438884777490e+00 1 -1 -2
100 1 1.1384005271067037e+01 1.8202119729561417e+01 4.0666188625449728e-01 1 0 -1
359 1 1.2026239996018770e+01 2.1431192373393909e+01 2.2232155741437465e+00 3 0 -2
159 1 1.3916556498099609e+01 1.8850570034427712e+01 4.7543350406236256e+00 -1 -2 1
348 1 1.4455588388146547e+01 2.0443603819896520e+01 -5.1557627001490114e-01 1 1 1
224 1 1.6373129488573412e+01 2.1325313650832172e+01 3.1373102341713954e+00 0 1 -1
58 1 1.8380321483507448e+01 1.8662681543897886e+01 1.0911063516739783e+00 2 -1 0
218 1 2.2116647971040194e+01 1.7210273352044087e+01 1.8646555150459978e+00 -2 0 -1
270 1 2.1590144911913814e+01 2.0747485538718795e+01 4.8913570990297495e-01 0 1 0
315 1 1.7934279419002685e+01 2.1732808563408170e+01 -6.9639329427670593e-01 0 0 2
496 1 1.9799249522443542e+01 2.0980192914917446e+01 4.8719846991421845e+00 1 0 2
120 1 2.7960258796268146e+01 1.7777674542792706e+01 3.8380718065213726e+00 0 0 0
330 1 2.4960429016190510e+01 1.7030882880357630e+01 2.8368171254901231e+01 -1 0 -1
230 1 2.5144590032973376e+01 1.9873521400744533e+01 2.0306101361095648e+00 1 1 0
34 1 1.9734783233515985e+00 2.5485686900362786e+01 2.4573108007042910e+00 0 -1 1
317 1 1.8039622598523486e-01 2.7562634897170263e+01 1.2998182098908062e-01 -1 0 1
342 1 7.6554827651833079e+00 2.8393988630454206e+01 6.5325270724508888e-02 3 -1 2
269 1 5.3198459268555087e+00 2.4063008352405209e+01 1.9933868222545499e+00 1 0 1
89 1 9.6674910642631957e+00 2.4835656543265483e+01 2.0859500394332087e+00 -1 0 2
364 1 6.6756153835720982e+00 2.6770714401387945e+01 4.1113396650988774e+00 0 0 0
