LAMMPS (7 Aug 2019)
Lattice spacing in x,y,z = 5 5 5
Created orthogonal box = (0 0 0) to (15 15 15)
  1 by 1 by 1 MPI processor grid
Created 108 atoms
  create_atoms CPU = 0.000626087 secs
WARNING: Using 'neigh_modify every 1 delay 0 check yes' setting during minimization (../min.cpp:168)
Neighbor list info ...
  update every 1 steps, delay 0 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 8
  ghost atom cutoff = 8
  binsize = 4, bins = 4 4 4
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Setting up cg style minimization ...
  Unit style    : real
  Current step  : 0
WARNING: Energy due to 1 extra global DOFs will be included in minimizer energies
Per MPI rank memory allocation (min/avg/max) = 5.477 | 5.477 | 5.477 Mbytes
Step Temp PotEng Press Volume Density Lx 
       0            0   -26.452801    42953.781         3375    4.4527949           15 
      10            0   -32.734597    42047.338    3385.1351    4.4394632       15.015 
      20            0   -38.895953    41157.658    3395.2905    4.4261846        15.03 
      30            0   -44.938814    40284.436    3405.4662     4.412959       15.045 
      40            0   -50.865096    39427.372    3415.6622     4.399786        15.06 
      50            0   -56.676682    38586.169    3425.8785    4.3866654       15.075 
      60            0   -62.375427    37760.541    3436.1152    4.3735969        15.09 
      70            0   -67.963156    36950.202    3446.3723    4.3605802       15.105 
      80            0   -73.441665    36154.874    3456.6497    4.3476152        15.12 
      90            0   -78.812719    35374.285    3466.9476    4.3347015       15.135 
     100            0   -84.078058    34608.166    3477.2659    4.3218389        15.15 
     110            0   -89.239393    33856.254    3487.6046    4.3090271       15.165 
     120            0   -94.298409     33118.29    3497.9638    4.2962659        15.18 
     130            0   -99.256761    32394.021    3508.3435    4.2835551       15.195 
     140            0   -104.11608    31683.198    3518.7438    4.2708943        15.21 
     150            0   -108.87797    30985.577    3529.1645    4.2582834       15.225 
     160            0   -113.54402    30300.919    3539.6058    4.2457221        15.24 
     170            0   -118.11577    29628.987    3550.0677    4.2332102       15.255 
     180            0   -122.59475    28969.551    3560.5502    4.2207474        15.27 
     190            0   -126.98248    28322.385    3571.0533    4.2083334       15.285 
     200            0   -131.28043    27687.265     3581.577    4.1959681         15.3 
     210            0   -135.49006    27063.974    3592.1214    4.1836512       15.315 
     220            0    -139.6128    26452.298    3602.6864    4.1713824        15.33 
     230            0   -143.65007    25852.025    3613.2722    4.1591616       15.345 
     240            0   -147.60326    25262.949    3623.8787    4.1469884        15.36 
     250            0   -151.47373    24684.867    3634.5059    4.1348627       15.375 
     260            0   -155.26284    24117.582    3645.1538    4.1227843        15.39 
     270            0   -158.97189    23560.896    3655.8226    4.1107528       15.405 
     280            0   -162.60221    23014.619    3666.5121    4.0987681        15.42 
     290            0   -166.15507    22478.562    3677.2224    4.0868299       15.435 
     300            0   -169.63174     21952.54    3687.9536    4.0749381        15.45 
     310            0   -173.03345    21436.373    3698.7057    4.0630924       15.465 
     320            0   -176.36144    20929.881    3709.4786    4.0512925        15.48 
     330            0    -179.6169    20432.891    3720.2724    4.0395383       15.495 
     340            0   -182.80102     19945.23    3731.0872    4.0278295        15.51 
     350            0   -185.91497     19466.73    3741.9228    4.0161659       15.525 
     360            0   -188.95989    18997.225    3752.7795    4.0045473        15.54 
     370            0   -191.93693    18536.554    3763.6571    3.9929734       15.555 
     380            0   -194.84717    18084.557    3774.5557    3.9814442        15.57 
     390            0   -197.69173    17641.077    3785.4753    3.9699592       15.585 
     400            0   -200.47168    17205.961     3796.416    3.9585184         15.6 
     410            0   -203.18808    16779.058    3807.3777    3.9471216       15.615 
     420            0   -205.84197    16360.219    3818.3605    3.9357684        15.63 
     430            0   -208.43439      15949.3    3829.3645    3.9244587       15.645 
     440            0   -210.96633    15546.158    3840.3895    3.9131923        15.66 
     450            0    -213.4388    15150.652    3851.4357     3.901969       15.675 
     460            0   -215.85278    14762.645     3862.503    3.8907886        15.69 
     470            0   -218.20923    14382.001    3873.5915    3.8796509       15.705 
     480            0    -220.5091    14008.589    3884.7012    3.8685556        15.72 
     490            0   -222.75333    13642.278    3895.8322    3.8575026       15.735 
     500            0   -224.94283    13282.939    3906.9844    3.8464916        15.75 
     510            0    -227.0785    12930.448    3918.1578    3.8355226       15.765 
     520            0   -229.16125    12584.681    3929.3526    3.8245952        15.78 
     530            0   -231.19195    12245.517    3940.5686    3.8137092       15.795 
     540            0   -233.17145    11912.837    3951.8059    3.8028646        15.81 
     550            0   -235.10061    11586.525    3963.0646     3.792061       15.825 
     560            0   -236.98027    11266.465    3974.3447    3.7812983        15.84 
     570            0   -238.81125    10952.546    3985.6462    3.7705763       15.855 
     580            0   -240.59435    10644.656     3996.969    3.7598948        15.87 
