LAMMPS (7 Aug 2019)
Lattice spacing in x,y,z = 5 5 5
Created orthogonal box = (0 0 0) to (30 30 30)
  1 by 1 by 1 MPI processor grid
Created 864 atoms
  create_atoms CPU = 0.000352144 secs
WARNING: Using 'neigh_modify every 1 delay 0 check yes' setting during minimization (../min.cpp:168)
Neighbor list info ...
  update every 1 steps, delay 0 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 8
  ghost atom cutoff = 8
  binsize = 4, bins = 8 8 8
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Setting up cg style minimization ...
  Unit style    : real
  Current step  : 0
WARNING: Energy due to 1 extra global DOFs will be included in minimizer energies
Per MPI rank memory allocation (min/avg/max) = 5.582 | 5.582 | 5.582 Mbytes
Step Temp PotEng Press Volume Density Lx 
       0            0   -211.62241    42953.781        27000    4.4527949           30 
      10            0   -261.87678    42047.338    27081.081    4.4394632        30.03 
      20            0   -311.16762    41157.658    27162.324    4.4261846        30.06 
      30            0   -359.51051    40284.436     27243.73     4.412959        30.09 
      40            0   -406.92077    39427.372    27325.298     4.399786        30.12 
      50            0   -453.41346    38586.169    27407.028    4.3866654        30.15 
      60            0   -499.00342    37760.541    27488.922    4.3735969        30.18 
      70            0   -543.70525    36950.202    27570.978    4.3605802        30.21 
      80            0   -587.53332    36154.874    27653.198    4.3476152        30.24 
      90            0   -630.50175    35374.285    27735.581    4.3347015        30.27 
     100            0   -672.62446    34608.166    27818.127    4.3218389         30.3 
     110            0   -713.91515    33856.254    27900.837    4.3090271        30.33 
     120            0   -754.38727     33118.29    27983.711    4.2962659        30.36 
     130            0   -794.05409    32394.021    28066.748    4.2835551        30.39 
     140            0   -832.92864    31683.198     28149.95    4.2708943        30.42 
     150            0   -871.02378    30985.577    28233.316    4.2582834        30.45 
     160            0   -908.35214    30300.919    28316.847    4.2457221        30.48 
     170            0   -944.92614    29628.987    28400.542    4.2332102        30.51 
     180            0   -980.75802    28969.551    28484.401    4.2207474        30.54 
     190            0   -1015.8598    28322.385    28568.426    4.2083334        30.57 
     200            0   -1050.2434    27687.265    28652.616    4.1959681         30.6 
     210            0   -1083.9205    27063.974    28736.971    4.1836512        30.63 
     220            0   -1116.9024    26452.298    28821.491    4.1713824        30.66 
     230            0   -1149.2006    25852.025    28906.178    4.1591616        30.69 
     240            0   -1180.8261    25262.949    28991.029    4.1469884        30.72 
     250            0   -1211.7899    24684.867    29076.047    4.1348627        30.75 
     260            0   -1242.1027    24117.582    29161.231    4.1227843        30.78 
     270            0   -1271.7752    23560.896     29246.58    4.1107528        30.81 
     280            0   -1300.8177    23014.619    29332.097    4.0987681        30.84 
     290            0   -1329.2406    22478.562     29417.78    4.0868299        30.87 
     300            0   -1357.0539     21952.54    29503.629    4.0749381         30.9 
     310            0   -1384.2676    21436.373    29589.645    4.0630924        30.93 
     320            0   -1410.8915    20929.881    29675.829    4.0512925        30.96 
     330            0   -1436.9352    20432.891    29762.179    4.0395383        30.99 
     340            0   -1462.4082     19945.23    29848.697    4.0278295        31.02 
     350            0   -1487.3198     19466.73    29935.383    4.0161659        31.05 
     360            0   -1511.6792    18997.225    30022.236    4.0045473        31.08 
     370            0   -1535.4954    18536.554    30109.257    3.9929734        31.11 
     380            0   -1558.7774    18084.557    30196.446    3.9814442        31.14 
     390            0   -1581.5339    17641.077    30283.803    3.9699592        31.17 
     400            0   -1603.7735    17205.961    30371.328    3.9585184         31.2 
     410            0   -1625.5046    16779.058    30459.022    3.9471216        31.23 
     420            0   -1646.7358    16360.219    30546.884    3.9357684        31.26 
     430            0   -1667.4751      15949.3    30634.916    3.9244587        31.29 
     440            0   -1687.7307    15546.158    30723.116    3.9131923        31.32 
     450            0   -1707.5104    15150.652    30811.485     3.901969        31.35 
     460            0   -1726.8223    14762.645    30900.024    3.8907886        31.38 
     470            0   -1745.6739    14382.001    30988.732    3.8796509        31.41 
     480            0   -1764.0728    14008.589     31077.61    3.8685556        31.44 
     490            0   -1782.0266    13642.278    31166.658    3.8575026        31.47 
     500            0   -1799.5426    13282.939    31255.875    3.8464916         31.5 
     510            0    -1816.628    12930.448    31345.263    3.8355226        31.53 
     520            0     -1833.29    12584.681     31434.82    3.8245952        31.56 
     530            0   -1849.5356    12245.517    31524.549    3.8137092        31.59 
     540            0   -1865.3716    11912.837    31614.448    3.8028646        31.62 
     550            0   -1880.8049    11586.525    31704.517     3.792061        31.65 
     560            0   -1895.8422    11266.465    31794.758    3.7812983        31.68 
     570            0     -1910.49    10952.546    31885.169    3.7705763        31.71 
     580            0   -1924.7548    10644.656    31975.752    3.7598948        31.74 
     590            0   -1938.6431    10342.688    32066.506    3.7492535        31.77 
     600            0    -1952.161    10046.534    32157.432    3.7386525         31.8 
     610            0   -1965.3149    9756.0905    32248.529    3.7280913        31.83 
     620            0   -1978.1107    9471.2543    32339.799    3.7175699        31.86 
     630            0   -1990.5544    9191.9245     32431.24     3.707088        31.89 
     640            0    -2002.652    8918.0022    32522.854    3.6966455        31.92 
     650            0   -2014.4093    8649.3899     32614.64    3.6862422        31.95 
     660            0   -2025.8319    8385.9921    32706.598    3.6758779        31.98 
     670            0   -2036.9255    8127.7151     32798.73    3.6655524        32.01 
     680            0   -2047.6956    7874.4666    32891.034    3.6552655        32.04 
     690            0   -2058.1478    7626.1562    32983.511    3.6450171        32.07 
     700            0   -2068.2872    7382.6951    33076.161     3.634807         32.1 
     710            0   -2078.1193     7143.996    33168.985     3.624635        32.13 
     720            0   -2087.6492    6909.9731    33261.982    3.6145009        32.16 
     730            0    -2096.882    6680.5424    33355.152    3.6044045        32.19 
     740            0   -2105.8228    6455.6211    33448.497    3.5943457        32.22 
     750            0   -2114.4766    6235.1282    33542.016    3.5843243        32.25 
     760            0   -2122.8481    6018.9839    33635.708    3.5743401        32.28 
     770            0   -2130.9423    5807.1099    33729.575     3.564393        32.31 
     780            0   -2138.7638    5599.4293    33823.617    3.5544827        32.34 
     790            0   -2146.3173    5395.8667    33917.833    3.5446092        32.37 
     800            0   -2153.6074    5196.3478    34012.224    3.5347722         32.4 
     810            0   -2160.6386    5000.7998     34106.79    3.5249715        32.43 
     820            0   -2167.4153    4809.1513    34201.531     3.515207        32.46 
     830            0   -2173.9419    4621.3319    34296.447    3.5054786        32.49 
     840            0   -2180.2228    4437.2727    34391.539     3.495786        32.52 
     850            0    -2186.262    4256.9058    34486.806    3.4861292        32.55 
     860            0   -2192.0639    4080.1648     34582.25    3.4765079        32.58 
     870            0   -2197.6326    3906.9842    34677.869    3.4669219        32.61 
     880            0   -2202.9719    3737.2998    34773.664    3.4573712        32.64 
     890            0    -2208.086    3571.0487    34869.635    3.4478555        32.67 
     900            0   -2212.9788    3408.1688    34965.783    3.4383747         32.7 
     910            0   -2217.6541    3248.5993    35062.107    3.4289286        32.73 
     920            0   -2222.1157    3092.2805    35158.609    3.4195171        32.76 
     930            0   -2226.3673    2939.1536    35255.287      3.41014        32.79 
     940            0   -2230.4126    2789.1611    35352.142    3.4007971        32.82 
     950            0   -2234.2552    2642.2463    35449.174    3.3914884        32.85 
     960            0   -2237.8988    2498.3536    35546.384    3.3822136        32.88 
     970            0   -2241.3467    2357.4284    35643.771    3.3729726        32.91 
     980            0   -2244.6025     2219.417    35741.336    3.3637652        32.94 
     990            0   -2247.6695    2084.2667    35839.079    3.3545913        32.97 
    1000            0   -2250.5512    1951.9257        35937    3.3454507           33 
    1010            0   -2253.2507    1822.3433    36035.099    3.3363433        33.03 
    1020            0   -2255.7713    1695.4695    36133.377     3.327269        33.06 
    1030            0   -2258.1163    1571.2551    36231.833    3.3182275        33.09 
    1040            0   -2260.2887    1449.6521    36330.467    3.3092187        33.12 
    1050            0   -2262.2917     1330.613    36429.281    3.3002425        33.15 
    1060            0   -2264.1283    1214.0915    36528.273    3.2912988        33.18 
    1070            0   -2265.8015    1100.0417    36627.445    3.2823873        33.21 
    1080            0   -2267.3142    988.41895    36726.796     3.273508        33.24 
    1090            0   -2268.6693    879.17906    36826.327    3.2646607        33.27 
    1100            0   -2269.8698    772.27878    36926.037    3.2558453         33.3 
    1110            0   -2270.9183    667.67558    37025.927    3.2470615        33.33 
    1120            0   -2271.8178    565.32769    37125.997    3.2383093        33.36 
    1130            0   -2272.5708    465.19409    37226.247    3.2295886        33.39 
    1140            0   -2273.1802    367.23447    37326.678    3.2208991        33.42 
    1150            0   -2273.6484    271.40923    37427.289    3.2122408        33.45 
    1160            0   -2273.9782     177.6795     37528.08    3.2036134        33.48 
    1170            0   -2274.1721    86.007055    37629.053     3.195017        33.51 
    1180            0   -2274.2327 -0.0020174359    37726.047    3.1868025    33.538768 
    1182            0   -2274.2327 -5.1343847e-11    37726.045    3.1868027    33.538767 
Loop time of 0.70792 on 1 procs for 1182 steps with 864 atoms

99.1% CPU use with 1 MPI tasks x no OpenMP threads

Minimization stats:
