damp,temp0,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,temp9,temp10,temp11,temp12,temp13,temp14,temp15,temp16,temp17,temp18,temp19,temp20,temp21,temp22,temp23,temp24,temp25,temp26,temp27,temp28,temp29,temp30,temp31,temp32,temp33,temp34,temp35,temp36,temp37,temp38,temp39,temp40,temp41,temp42,temp43,temp44,temp45,temp46,temp47,temp48,temp49,temp50,temp51,temp52,temp53,temp54,temp55,temp56,temp57,temp58,temp59,temp60,temp61,temp62,temp63,temp64,temp65,temp66,temp67,temp68,temp69,temp70,temp71,temp72,temp73,temp74,temp75,temp76,temp77,temp78,temp79,temp80,temp81,temp82,temp83,temp84,temp85,temp86,temp87,temp88,temp89,temp90,temp91,temp92,temp93,temp94,temp95,temp96,temp97,temp98,temp99,temp100
10,0.95606665,123.4702,127.26784,130.63302,114.48213,119.52389,123.07756,120.13271,127.74329,116.14044,128.75693,121.39025,129.75194,114.83857,127.10066,119.16422,120.37724,119.97703,121.64363,122.00614,130.71682,122.31487,114.84178,119.70255,119.00983,123.53299,125.89713,120.90034,124.09309,122.82435,125.0682,116.48162,122.99791,119.7637,121.55413,122.20701,119.49759,121.23814,112.39244,118.97657,124.2385,118.2543,122.98599,110.93232,121.97597,116.393,132.1484,116.41942,108.85544,112.01463,118.97937,128.95281,120.66572,117.19268,121.78988,119.80874,122.47889,123.32088,114.99249,119.58857,121.28231,121.13897,118.55598,123.75434,123.14804,126.40695,125.37317,116.74426,118.76247,122.97198,120.34986,123.7997,123.39448,122.68778,121.27564,119.96288,121.37219,121.17171,113.35835,121.14484,121.26684,123.82073,115.78251,117.17544,119.7856,119.34217,108.84887,121.33813,119.35868,121.60268,121.90003,119.34369,115.90058,117.51302,115.92654,116.37309,117.10291,117.54447,125.34658,122.41651,117.10812
11,0.95606665,127.71869,120.7936,114.72895,120.33357,120.03022,120.66153,120.5735,124.79557,123.58868,118.44226,120.8236,120.8232,127.74506,116.6883,118.26178,122.24044,127.61685,111.97324,122.89835,125.08675,130.07817,120.68865,119.18053,120.8324,119.02459,116.92097,120.40351,125.93553,122.64122,118.29684,113.03197,113.05537,124.60344,125.4566,121.32225,124.96686,117.38298,120.41831,116.44731,121.83161,124.79125,115.74747,117.65536,120.06642,120.38041,118.33001,122.00258,117.45328,115.39536,115.81771,116.85001,125.66348,122.84989,127.89917,124.83473,114.78554,118.60639,119.77235,116.62451,116.24092,116.33727,126.57331,124.70714,122.5672,118.60391,112.72131,118.80812,123.01608,117.11212,127.0509,121.73964,120.10926,122.8409,124.36022,115.82945,122.59093,130.26826,116.59361,123.54956,119.72761,124.08316,114.01811,119.94651,124.58534,119.50596,123.46866,116.72129,114.00691,122.16037,123.0931,120.15573,119.25776,120.63337,118.19012,118.86651,120.36462,120.73893,113.79173,121.09536,126.81552
12,0.95606665,116.49066,122.93873,122.33945,118.35537,120.10188,114.7795,115.14713,130.23323,118.66697,120.70923,110.29609,118.1289,124.40619,125.05033,116.10826,122.00297,121.70344,112.5428,122.284,122.75948,120.29596,116.18025,120.6314,123.47689,116.83486,116.64514,116.96964,121.35586,122.52509,128.02479,115.82455,111.36762,126.11363,110.30186,122.75502,119.08727,124.83182,116.04631,125.11768,116.51936,129.09614,118.66729,115.75066,116.19478,124.12101,116.72843,115.59,123.53461,123.37263,117.22693,124.24332,114.15633,120.58155,126.41426,121.57047,117.77068,111.42503,120.42199,115.83017,123.0697,115.55864,119.77995,117.55518,119.96943,117.33428,122.11676,120.68395,123.47269,111.32256,119.35762,120.13054,115.33119,130.0162,114.1797,119.34574,121.4551,118.35254,125.06587,118.85839,119.58259,124.60641,118.03496,122.77009,115.92151,116.55147,128.71614,110.65551,126.78862,118.15467,126.03664,119.94005,123.93741,119.91479,121.16387,121.8847,119.03821,117.40644,117.02036,118.84211,119.16148
13,0.95606665,118.47203,117.47498,120.15176,126.29048,132.66014,121.75085,129.22816,118.81202,122.35908,115.2455,117.64303,120.3267,120.03098,119.62357,121.47813,122.89312,124.34393,125.09535,118.52151,121.88868,120.06157,123.49084,123.56563,123.60041,124.22324,125.30579,122.26059,122.87742,124.09817,122.58134,124.0896,113.81843,115.99189,118.65529,122.9489,119.80321,116.57195,110.22827,119.12463,120.18147,120.84639,122.8326,123.97929,118.2036,114.38038,118.37468,117.2026,116.68059,114.31302,123.21904,117.9901,121.91532,122.88066,119.00619,123.48748,119.73734,114.13118,115.35898,123.33204,120.92192,121.20344,121.25013,108.17039,114.00207,116.13465,117.8236,113.50846,115.83792,117.81444,121.04206,120.44716,116.26858,119.23478,115.91949,129.29292,124.95499,118.76432,119.89628,110.88734,115.63706,116.53805,120.9936,119.51351,126.61345,122.16526,124.34981,124.80359,120.83356,121.13498,120.17992,115.81394,114.30574,120.92474,122.66708,121.56016,117.22847,111.79252,117.91861,118.6207,113.86014
14,0.95606665,120.88917,117.48605,126.70722,119.24393,126.0356,115.42276,124.5652,126.67405,118.47008,123.39334,115.38781,114.68947,123.80285,127.60059,113.90764,122.80198,113.56297,114.06174,119.0646,132.09713,120.62515,119.64607,130.87736,117.5868,120.26182,115.99415,127.70001,121.24398,119.58777,113.44691,122.77948,119.68743,115.83961,117.97289,123.10168,114.06807,122.97599,116.00554,121.83122,117.23919,124.4402,117.80877,116.13717,120.37802,122.64822,121.16785,121.54657,120.94903,119.31673,125.84872,117.07162,115.03538,113.30148,118.54937,118.18528,126.77584,115.16845,114.26573,127.57859,120.38908,123.01941,112.62804,110.15418,115.62065,122.44989,119.4594,117.30979,124.78148,123.58205,113.14672,124.47625,117.20333,123.6677,115.59467,125.09844,116.01677,118.69542,121.80604,120.00851,121.18643,118.7876,117.85678,121.42756,123.37632,117.55643,113.03841,120.70689,127.87683,116.79843,127.00567,121.07333,132.64129,117.88845,115.12577,127.06851,122.55743,114.93515,123.48131,116.82896,129.05899
15,0.95606665,121.86164,122.5448,125.46934,123.25844,117.3169,115.36053,125.0516,113.10243,114.40727,115.75221,118.14699,122.34202,113.05985,120.3158,113.43447,122.97746,120.50692,115.24784,122.55177,127.98827,125.07274,119.93687,119.64039,122.81592,122.50652,124.46328,126.91254,125.8573,119.93864,114.31264,117.09715,121.31884,122.9179,122.4192,128.64315,121.49214,121.3835,127.07942,117.28684,114.77547,116.45775,123.54565,117.05015,114.97868,122.12959,122.8427,123.3991,121.54318,126.21887,127.79382,118.26089,112.63859,110.12217,113.48682,114.93229,114.57124,112.38317,120.00422,122.38396,112.8244,118.81143,108.86054,114.50449,122.68189,119.01148,113.85017,123.7974,128.29808,124.83298,121.76368,123.77201,120.07745,124.67039,135.27404,126.78611,124.63228,122.1419,114.59715,124.52399,125.31838,122.20905,118.57836,115.8899,120.15834,120.74439,118.19761,119.99181,123.4367,118.20192,122.89945,120.59938,119.88275,120.57443,121.70815,124.94682,123.21205,119.84942,116.16798,128.57312,125.36411
16,0.95606665,111.81382,126.15497,119.73229,124.53442,116.25881,120.12108,125.08314,124.64917,119.50238,119.83197,124.10764,119.11919,118.70499,121.18998,116.94132,116.62568,120.46683,115.77114,133.93539,119.61794,121.26565,119.74215,123.81573,124.58003,117.35831,117.14048,124.1303,123.52248,120.99626,117.07299,125.00682,123.47521,126.37002,127.89115,121.65038,108.90422,121.55771,126.11704,120.1379,120.32469,109.60182,124.72076,114.41114,117.49238,121.87827,114.86759,118.98181,121.06007,122.45545,121.75794,129.81863,120.48393,117.38939,123.27879,114.28653,120.53756,122.66217,127.84636,127.85719,121.4645,113.6913,121.8555,123.64396,120.28095,111.61687,114.40829,125.24674,118.11012,118.78388,127.49664,122.16273,118.91588,118.64319,120.60375,114.71887,127.28538,118.33717,126.02285,117.80985,124.51574,118.27899,125.30318,113.68524,121.75431,115.37412,125.24359,119.57278,126.31621,126.39017,114.12174,115.42586,116.98424,118.49102,115.39813,115.88985,120.43242,124.54412,117.33352,114.96694,126.64607
17,0.95606665,128.75711,115.04848,119.41877,126.51032,114.80733,123.38896,122.41632,113.44833,117.92989,127.23069,117.49418,119.93211,117.05522,123.59268,112.85063,118.75876,121.11407,118.39274,121.65293,123.8577,115.68164,123.70924,125.62451,117.72262,122.52906,124.68837,120.03456,120.98014,121.18385,119.50857,117.07339,120.69942,118.05398,120.52131,122.75558,117.91971,114.3835,111.12543,126.48724,122.85776,107.81618,126.08867,115.0102,114.4619,123.35198,127.63426,112.14425,126.57443,121.23061,131.01961,120.9557,130.35275,112.28511,123.75358,120.34601,121.32735,120.57274,119.90458,116.53142,120.30865,112.13835,124.75263,124.87981,115.27388,120.43641,112.66776,117.05247,126.08227,116.95886,118.0021,113.30972,121.74163,118.7678,119.86103,128.49631,115.77607,121.50607,123.69659,116.78444,124.83292,123.67178,121.94233,119.63012,122.86191,120.05594,120.25272,117.73596,123.56899,122.51802,120.06162,119.92882,116.57858,122.95404,119.78739,120.96346,124.15393,121.96674,114.49424,124.78662,115.68163
18,0.95606665,120.70202,121.96455,123.14741,125.57444,121.03825,123.40277,120.15062,123.9759,119.38554,113.93925,116.86882,118.6962,120.71801,123.97406,127.14748,123.60776,119.82173,125.58436,127.22367,121.83626,122.05511,117.07203,119.10212,116.15429,119.20556,125.80116,122.65803,125.53911,121.08694,116.69608,118.57127,122.95528,127.2325,121.51407,128.70216,122.22964,118.961,115.26933,113.82116,117.29065,112.06214,118.63854,116.4299,115.38784,120.38427,116.80549,114.02926,116.08862,119.73087,119.0198,122.37257,117.9349,124.44547,123.22915,124.8116,123.89183,125.19349,120.67808,119.48871,118.84608,115.86947,120.80306,125.80478,126.25465,121.662,122.26227,121.0327,116.94676,113.84978,118.31516,120.06161,124.70926,122.84039,123.88861,115.32209,124.0343,123.28537,120.06986,118.12718,117.5217,119.82736,116.70186,121.32714,110.8324,108.65263,118.64251,120.57064,121.56148,112.98218,119.90432,130.31862,119.20287,115.98027,120.94033,120.10961,115.73863,110.19706,113.26836,111.99293,124.17752
19,0.95606665,109.50314,119.34946,125.5185,120.41129,110.88505,116.97823,117.6798,124.62871,120.58641,111.02248,116.81149,118.03439,115.24863,119.86464,119.6892,120.85623,119.77115,118.208,119.80748,116.87699,115.47196,119.37287,121.44668,117.09895,115.96944,118.23714,118.89259,121.66685,124.46892,125.2027,119.61721,110.22911,111.65895,111.79797,119.05278,122.19215,119.83975,120.92336,116.64789,115.8521,119.12952,117.11648,117.47999,113.75047,121.10174,122.20524,121.22446,117.14573,117.86524,113.81693,119.29779,121.66021,124.09506,126.76669,113.84924,117.46176,120.55016,124.21454,117.01771,116.94202,113.53117,119.74216,125.76842,124.80665,125.80212,109.76674,118.19004,115.02542,116.19914,115.92792,116.54187,125.07769,119.89827,119.49857,125.82216,115.66845,120.05982,119.20591,120.70079,121.38853,120.8055,121.28091,120.27265,119.01958,123.02395,130.77452,122.11191,122.08553,114.95927,114.87617,121.30208,124.03858,115.81644,113.1955,114.30005,114.80267,119.38465,119.21295,113.49865,123.0493
20,0.95606665,119.26707,121.44907,117.28883,125.83257,118.24247,119.82877,118.15142,119.41181,121.48308,122.29811,117.93193,120.01592,121.27579,120.1972,114.40066,118.41581,113.61229,113.25514,119.33356,120.41457,124.24312,110.9796,128.16086,118.47581,121.65242,119.16625,125.84543,119.89517,120.93435,111.9753,122.31125,120.77875,120.14768,115.41732,124.46014,118.91816,121.42367,125.55194,117.17274,121.87255,127.57941,116.97818,116.31724,123.50557,119.61833,123.86637,116.37304,126.26173,127.6591,106.80974,127.00906,116.60874,128.86569,110.2745,125.02196,116.83056,118.85456,128.46942,119.23688,121.0017,122.7934,118.19037,115.30319,123.25368,122.97548,122.25773,120.99201,121.23891,123.41879,123.05681,116.69881,116.77064,119.89955,118.58886,114.12154,117.01169,122.56964,114.38346,120.21574,120.66729,114.39009,120.86549,120.93231,111.99792,115.29352,129.68205,120.30393,115.67102,122.16223,120.54964,121.99503,123.85278,113.58809,127.51671,118.41672,125.93304,113.15055,126.44344,112.87213,129.86632
21,0.95606665,130.81232,115.92198,117.62559,125.25492,113.41476,121.72682,117.62068,124.74048,111.94001,119.01952,110.82908,125.0971,113.8175,126.72857,120.40562,117.78844,120.21149,118.47864,118.75655,115.53412,121.28099,119.45453,121.66023,114.98131,115.28097,119.92494,125.96622,121.22527,119.15012,128.5362,125.79927,113.70691,126.48893,114.14212,125.27058,116.70719,109.26473,126.52619,117.75114,125.36909,123.01614,111.86383,120.68979,119.36091,112.61478,120.89377,120.24187,112.05969,115.15512,121.65617,118.39392,121.84536,125.98194,110.81722,118.67297,126.28294,117.93117,118.66914,120.24454,116.07552,120.54211,117.93361,123.25318,118.86953,127.80122,118.35848,129.28952,118.57653,122.55911,115.14824,121.01935,116.79381,116.15501,121.35473,122.13202,119.88609,128.49961,118.27708,120.84552,114.1901,125.16377,119.3279,113.62339,123.07194,123.06001,117.56281,123.31853,116.68593,121.69123,111.13718,119.41649,123.15253,117.34668,121.27341,117.35885,115.4808,123.99054,123.50888,113.04318,113.78829
22,0.95606665,125.04018,127.38233,124.66717,119.46889,114.28121,123.38362,120.31272,117.21108,120.61875,128.76925,116.10947,111.72989,117.1931,110.63059,119.40586,115.07427,114.02645,111.96697,121.24744,124.52118,120.84962,123.58608,116.86636,117.16872,116.91964,125.16629,123.86377,120.32563,118.36965,122.20853,130.56943,121.20806,120.54433,122.09071,120.50775,116.52293,117.3834,116.03055,128.11446,122.17809,124.5774,115.42017,123.14017,120.72706,116.04723,115.8949,117.40779,131.49669,122.35399,115.27028,117.70536,118.6483,119.11597,116.77085,113.90535,118.91495,121.94226,118.79369,113.84869,123.88208,120.25528,119.95718,122.61617,124.79698,112.16677,113.57038,112.88536,117.89795,121.96657,128.65816,125.731,116.22785,115.856,122.55731,121.17098,119.25183,123.6148,122.41086,117.87443,124.61918,126.04444,118.53181,120.80736,115.30425,122.87209,118.70082,114.70561,130.70945,117.58751,124.15439,125.14292,125.76249,113.34329,115.82213,115.90053,117.79105,115.5409,128.01149,119.69929,111.10737
23,0.95606665,112.55644,113.72261,113.69673,115.1074,122.3748,118.93614,113.70566,115.15106,116.05582,118.69815,116.07281,116.08576,114.14992,116.69747,119.6794,124.08983,118.55712,122.79912,124.92259,117.44866,116.95095,116.19376,115.83194,123.41124,120.20831,109.66998,117.72311,114.18657,114.39516,115.05571,118.48431,118.40386,114.68785,118.67523,114.77271,111.78432,119.08924,116.38783,126.75021,121.69763,126.00111,117.30616,118.32734,117.65512,116.34387,121.94595,122.08134,123.60834,126.40801,121.10231,116.60663,113.01411,122.29224,125.85953,116.05657,119.19628,114.3049,110.67652,114.39235,118.4074,115.98447,123.51467,129.05314,126.72914,121.1807,120.90252,119.21243,124.78094,112.51523,122.29863,127.41011,124.99619,119.79812,115.65914,118.10161,125.87517,119.36916,119.23811,120.09226,119.64045,124.82665,125.14388,125.01419,114.49052,125.31128,123.73554,121.02216,116.56056,114.53238,120.65726,124.60912,125.32985,126.11162,114.96853,117.93017,113.52847,119.95346,125.43393,119.22662,111.79664
24,0.95606665,108.48361,120.0516,125.37677,124.48474,117.13416,115.82386,126.65501,119.80078,122.47581,120.08136,124.56728,121.72537,122.78801,123.23431,121.89198,123.57834,117.64083,124.14066,124.8343,120.6108,127.26241,121.49037,118.93588,125.34814,129.09807,123.59923,124.75835,123.07483,121.82093,130.35274,122.45098,125.49164,121.69635,122.88961,121.37879,116.64182,119.19192,118.87053,115.77161,117.35374,118.94187,117.71562,112.95055,122.60254,126.24386,122.78605,120.65279,126.13225,125.32795,128.30509,122.87532,115.9799,115.81384,120.40038,120.55028,126.12132,121.16025,123.35575,121.60949,121.16549,118.06899,112.28971,122.16541,121.44131,123.95827,119.63994,130.46588,125.91387,116.68314,117.80827,113.89332,117.50716,118.85337,126.54044,123.21896,122.18108,129.57749,121.28204,118.62555,121.27167,119.97837,117.85284,123.22986,121.25259,120.33586,121.81488,120.74297,111.14472,119.85998,123.91754,122.75968,122.48907,117.4831,113.27784,113.24379,113.43639,117.90823,125.51108,117.823,114.20611
25,0.95606665,115.17863,127.73938,114.19496,118.04594,123.79967,118.74134,111.81674,116.4037,118.69425,124.28113,121.22433,118.67673,120.22049,122.87115,118.35756,114.83209,117.47511,124.61867,128.18884,118.09026,114.41476,115.00054,120.33665,115.35243,116.01477,122.87577,113.29693,118.00518,122.14363,120.13664,125.02381,118.86376,119.04732,121.412,119.70449,118.6085,120.25905,124.662,126.83702,122.17659,111.47154,124.69895,118.76843,109.27488,128.7013,117.14356,112.70065,121.86687,117.86551,120.18627,119.20624,115.37855,123.95095,116.78229,115.50461,116.08344,119.65406,110.36891,124.83371,130.50368,116.71697,119.57709,119.28273,113.26828,113.71549,117.82396,115.4512,118.9559,116.54298,124.04603,122.36766,120.4109,121.37984,121.28433,122.93859,117.41488,117.52741,125.41988,125.03671,117.99776,115.93861,130.76599,114.01554,119.71597,118.26021,128.51378,117.23275,116.38674,109.46983,117.99613,128.04887,123.51949,126.18244,123.175,117.08961,116.20667,117.29995,116.4949,128.22501,119.91074
26,0.95606665,126.31893,115.75196,121.30443,120.46735,116.99307,124.85555,123.58766,118.24612,124.80348,113.95968,116.93123,121.09135,120.77463,118.0462,117.5006,121.69737,117.84559,117.57255,121.75451,115.05699,118.22702,122.93149,112.68121,122.0669,118.9325,123.80599,113.45559,120.54151,122.02497,120.82443,119.74919,118.47295,113.54733,115.74909,123.10155,121.82997,117.14579,126.56632,118.75671,123.066,121.33043,115.56401,117.41956,122.76409,111.82962,125.24991,126.08208,111.71715,128.54039,118.3844,122.65132,116.85763,119.63916,129.00239,118.57479,117.44325,122.27613,127.48561,126.82324,118.90806,119.88027,117.46674,116.37221,124.52966,116.97018,122.89191,118.72885,120.66113,118.54657,120.72132,121.72864,119.65519,117.59169,125.91946,118.27193,123.82776,120.56035,126.90914,123.43075,114.40782,120.66755,115.63409,121.21197,114.65323,115.56425,122.59459,121.61097,117.46011,129.44667,116.00001,114.52207,121.46363,124.54357,113.95055,127.41222,117.34962,117.5462,125.92241,120.67872,126.1298
27,0.95606665,133.1417,113.36148,120.524,120.8205,117.25178,126.33607,120.74817,113.81873,124.70232,117.6377,117.49561,133.8493,121.70967,115.62115,128.82524,116.79462,124.63529,120.13535,115.59594,121.8191,129.236,116.94469,124.58954,120.66642,115.00228,121.2949,115.90303,119.2893,123.14468,112.26804,123.06159,118.71048,118.94934,125.85084,115.37749,125.11942,126.54362,120.96411,119.18323,118.06587,120.43739,126.3438,116.64609,122.40471,122.85719,126.75385,123.07621,113.64226,124.02577,115.4354,119.34297,131.80149,114.03489,127.06997,116.98275,127.9692,120.43545,115.26674,122.9487,117.43566,126.47052,118.1087,120.1219,125.94346,118.07876,117.00242,117.3781,120.65393,114.88122,122.33891,118.2501,111.69433,126.43276,121.62902,114.48495,124.67435,115.30214,120.27681,121.87787,120.35733,126.79232,115.46277,129.97952,123.08098,111.34307,121.30247,127.84985,114.69149,118.23683,115.7114,111.33453,121.58297,119.8697,117.09674,122.7942,118.43612,119.13145,119.06829,124.8658,116.63199
28,0.95606665,131.13205,124.55473,111.77384,120.33624,123.37254,120.10201,118.16338,124.93194,119.77364,126.2011,115.74452,125.94803,112.39831,121.3293,123.66501,111.83322,119.25015,120.67909,119.46735,113.09649,126.09668,114.8214,116.53683,124.40718,124.24682,116.81819,119.44663,122.21645,123.24884,121.34649,116.58114,127.73731,120.10458,119.58882,117.28388,121.86625,114.22683,122.7265,117.59544,120.16598,121.80551,118.08524,121.6579,116.43797,122.70538,125.3745,120.40945,125.7632,127.82985,127.39076,116.29208,116.59585,120.00877,124.62479,117.69941,119.07635,120.72279,125.15143,124.61157,119.36466,122.08209,118.475,121.45455,116.85402,122.54944,113.7254,129.22849,113.06096,120.6096,122.2504,120.68645,116.44947,123.68056,121.82512,113.90485,124.01619,117.3831,120.09843,128.10704,117.43252,115.01654,126.00019,119.3152,113.21562,124.02917,117.05132,131.16146,121.8728,114.40236,121.88528,123.93593,120.46438,115.85584,119.63664,127.1005,117.63657,122.98614,115.18873,118.77167,122.52638
29,0.95606665,122.68677,127.33193,123.34619,116.07549,114.08906,124.81927,123.11388,123.2044,121.84107,119.71478,118.54193,125.64455,117.43945,119.22471,124.09351,116.19067,118.085,127.62232,124.55862,117.07928,119.45756,120.98444,123.65091,120.95565,114.92286,121.02061,118.27156,113.91746,109.08952,110.97541,124.40173,120.43752,117.66977,118.10745,126.73327,116.61966,113.48357,117.62072,120.33247,122.66698,128.22114,120.67998,118.49266,114.56161,122.65831,123.2133,111.59197,125.43601,118.8042,122.22748,117.09784,124.36877,123.30369,123.22057,121.32426,123.1054,112.96737,122.64618,113.4768,120.75219,121.11568,112.79693,117.08105,126.26216,119.57888,123.0628,115.29934,118.0258,129.2277,123.33936,118.18523,114.21534,120.87015,117.56416,129.86026,132.02415,116.70393,118.43875,117.49291,121.76798,130.14049,120.31674,114.59935,119.35456,117.30599,122.67257,114.75435,120.3449,114.91809,111.81865,117.9683,118.33437,121.58226,117.46733,124.68886,123.91089,116.91722,117.55238,117.2312,129.93532
30,0.95606665,112.73702,117.4059,119.14731,123.64771,122.97137,122.00197,118.06,118.95638,121.47224,119.31396,118.46043,122.9427,130.03048,117.82885,114.97371,115.70891,124.7019,123.14114,121.86713,119.24086,113.81954,122.81429,126.09284,119.35916,115.12516,121.08347,111.97766,105.33641,115.18605,119.09018,116.74222,117.65946,118.09306,117.03356,120.63533,121.97447,117.58491,120.05343,116.53569,121.52048,123.35045,118.41715,118.82298,119.40258,126.26375,117.90956,118.54552,117.06529,120.89594,118.32242,112.53307,123.66727,122.22361,121.08922,118.6764,122.2684,119.92979,123.60006,115.97405,119.3215,115.75537,125.15213,114.99728,116.60518,118.76014,115.95913,123.68663,123.11513,123.4562,124.45938,122.43421,125.03372,116.85219,121.08496,127.46068,121.1424,121.40235,120.53652,123.81003,122.14089,124.51184,110.85365,112.74489,124.94724,121.52457,120.29196,123.93706,116.16678,120.298,124.54803,115.82534,130.1567,122.38413,124.60257,121.23968,118.9557,115.51228,122.56163,125.07177,118.82717
31,0.95606665,105.65281,111.44287,111.96377,114.1133,113.8944,114.89226,113.14236,122.12904,115.82641,118.56436,118.97089,108.49766,113.244,110.82865,121.59598,109.51663,116.81742,117.74901,119.22514,117.23117,110.51928,114.2333,118.27425,113.95488,117.82457,117.4159,127.60241,117.83152,119.05938,119.38065,122.55436,123.08351,113.27302,114.71792,124.93609,117.48173,125.10824,131.3069,120.34712,122.96998,127.05021,124.09491,117.48978,119.30265,108.80101,118.80233,124.90712,116.82252,120.85942,123.58244,120.30959,124.31973,120.48806,118.51907,115.06545,118.50297,127.72888,128.00967,119.71852,116.2535,113.53272,117.90786,112.39898,116.37442,121.16276,121.34627,117.05375,113.65048,118.57854,113.1014,120.59696,127.92759,124.51234,125.61976,116.93165,125.83771,116.88089,125.88944,123.70092,119.23129,119.56283,117.48947,118.52242,118.11763,115.36538,119.88659,119.27058,118.5021,120.41012,120.03873,119.833,125.77197,118.11718,125.12104,125.99694,124.38234,125.63617,122.12226,125.09703,121.37658
32,0.95606665,103.90158,116.68396,120.92211,124.02056,123.46449,123.02338,121.97545,128.89574,119.85325,115.05823,118.27385,122.03422,123.27704,122.71771,121.07871,123.18861,125.2732,118.45007,117.17594,117.96607,128.58638,117.26522,115.9628,115.11881,113.17052,122.48197,121.04635,118.60013,116.99863,120.88256,120.56765,117.64638,117.99791,111.67651,109.99464,111.31396,109.14397,126.69091,129.40386,119.60958,116.39229,120.16682,125.53962,125.60156,122.9251,120.45595,118.78909,125.05694,124.53047,123.38975,121.11327,118.54956,117.21609,122.15653,127.49523,125.23176,119.73988,119.54952,127.49797,125.18925,118.6219,116.94631,125.10386,123.5864,124.39304,119.04258,116.89495,117.5965,109.8151,118.65245,119.14016,122.76155,119.6233,117.70842,123.78121,127.2267,123.92194,114.9505,113.81845,121.38809,125.36715,124.90673,124.23944,115.16138,115.84027,121.73757,122.25343,128.65434,125.47449,128.16389,118.18325,112.67551,115.30742,123.95874,120.81189,123.57692,121.48461,121.60175,121.71054,119.67272
33,0.95606665,107.43551,126.12384,127.1041,123.95978,119.71723,115.95589,110.80846,113.96459,125.21133,129.10435,125.95255,124.51345,121.34377,127.43393,130.06658,121.49656,124.18661,118.21134,125.6352,121.62712,122.49391,119.83104,114.69726,110.60235,117.61429,120.79492,120.23445,128.66351,120.26858,116.46977,118.59076,118.96743,119.83418,120.21612,122.23085,118.16002,132.23319,127.79406,118.60922,121.92683,130.03475,117.34446,124.42656,116.72145,119.68034,109.58809,118.83396,110.2409,116.33033,118.85165,120.83455,115.78669,117.95524,121.10398,121.41253,123.25072,115.04381,120.06044,120.18299,120.64335,129.91655,118.9412,107.84658,123.07182,119.34028,119.23878,120.20533,119.70716,123.06995,117.24025,122.35065,114.00318,117.12371,126.38405,125.216,120.4107,124.82848,125.89189,121.74988,119.913,119.37231,117.70626,124.251,121.77734,120.06655,118.33652,120.66426,114.53628,122.42452,121.53464,124.97755,115.36001,106.35317,116.66501,119.54359,119.2284,119.69346,119.32173,128.60814,125.28283
34,0.95606665,114.65426,129.07041,118.39316,115.06076,118.40675,121.37952,125.55374,123.33705,119.0613,115.15694,124.15143,121.61947,122.88952,126.16406,120.21624,116.51784,119.52958,115.47474,120.40072,112.54217,120.24765,123.53167,120.36537,117.6612,118.70638,126.2832,121.21381,112.35383,116.80398,124.98117,126.798,127.40198,118.10766,109.41961,118.65046,111.47639,113.97343,123.89308,124.46778,122.53944,120.03215,120.73248,116.41763,130.70635,120.05462,116.30336,118.03391,122.68235,118.24928,118.86569,127.1601,116.21397,119.54812,120.21452,120.10792,116.54128,124.51272,124.66436,116.30583,119.04586,121.48624,119.44876,115.67607,120.92369,116.84798,126.91923,113.8534,119.34794,120.5245,121.45562,125.94739,119.71296,121.85431,118.12786,120.618,117.98686,122.52297,121.99094,122.74591,120.65081,118.4898,117.08556,119.48303,120.94522,118.60534,114.68539,119.37105,124.96698,121.63481,122.72542,122.08912,119.61841,114.9531,125.16815,121.76684,118.70561,120.54131,125.00594,113.48765,117.67753
35,0.95606665,123.33012,123.14823,114.25247,122.59758,123.21845,115.7309,123.50265,126.40054,119.51625,115.76513,125.7825,120.91601,122.51913,117.82097,114.4297,113.57174,124.59681,118.53409,113.69057,128.37999,119.96882,118.01724,121.04487,125.25905,126.73406,114.12107,120.03422,117.34996,125.01642,125.70661,122.2606,114.74571,121.77682,119.1941,123.53765,117.71452,109.88556,116.80361,125.1655,115.57868,117.07743,129.12231,119.97502,117.03812,117.55468,127.36647,121.86019,110.88675,122.26073,122.37097,121.4878,120.85948,118.08175,128.85289,123.10014,121.60737,117.78538,119.09377,120.6558,121.49368,112.78612,121.80466,124.14637,111.24077,119.22314,125.94695,121.81337,119.15651,118.11594,115.53402,121.01199,114.08542,114.88125,125.18316,126.12818,119.11769,121.34048,122.2191,120.83742,109.87188,125.14938,118.50954,116.39757,120.48165,123.11843,119.74217,114.08283,122.94216,119.70862,120.8946,118.87319,112.49844,116.12509,123.58656,115.93649,126.98136,121.0159,121.07497,127.02157,125.23823
